date,year,day,week,set,time_deployed,count,proportion_female,day_mean_CPUE,day_total_catch,day_WTMP,day_pres,day_WSPD
10/17/1990,1990,290,42,5,,212,NA,173,1212,25.09166667,1025.1,6.208333333
10/17/1990,1990,290,42,6,,427,NA,173,1212,25.09166667,1025.1,6.208333333
10/17/1990,1990,290,42,7,,234,NA,173,1212,25.09166667,1025.1,6.208333333
10/22/1990,1990,295,43,1,,85,NA,154,1076,24.53333333,1020.475,5.1
10/22/1990,1990,295,43,2,,127,NA,154,1076,24.53333333,1020.475,5.1
10/22/1990,1990,295,43,3,,125,NA,154,1076,24.53333333,1020.475,5.1
10/22/1990,1990,295,43,4,,213,NA,154,1076,24.53333333,1020.475,5.1
10/22/1990,1990,295,43,5,,335,NA,154,1076,24.53333333,1020.475,5.1
10/22/1990,1990,295,43,6,,113,NA,154,1076,24.53333333,1020.475,5.1
10/22/1990,1990,295,43,7,,78,NA,154,1076,24.53333333,1020.475,5.1
11/4/1990,1990,308,45,1,,2,NA,100,701,23.45416667,1021.0625,1.9375
11/4/1990,1990,308,45,2,,12,NA,100,701,23.45416667,1021.0625,1.9375
11/4/1990,1990,308,45,3,,172,NA,100,701,23.45416667,1021.0625,1.9375
11/4/1990,1990,308,45,4,,143,NA,100,701,23.45416667,1021.0625,1.9375
11/4/1990,1990,308,45,5,,70,NA,100,701,23.45416667,1021.0625,1.9375
11/4/1990,1990,308,45,6,,226,NA,100,701,23.45416667,1021.0625,1.9375
11/4/1990,1990,308,45,7,,76,NA,100,701,23.45416667,1021.0625,1.9375
11/8/1990,1990,312,45,1,,47,NA,57,401,23.25,1016.304167,7.916666667
11/8/1990,1990,312,45,2,,107,NA,57,401,23.25,1016.304167,7.916666667
11/8/1990,1990,312,45,3,,66,NA,57,401,23.25,1016.304167,7.916666667
11/8/1990,1990,312,45,4,,41,NA,57,401,23.25,1016.304167,7.916666667
11/8/1990,1990,312,45,5,,2,NA,57,401,23.25,1016.304167,7.916666667
11/8/1990,1990,312,45,6,,31,NA,57,401,23.25,1016.304167,7.916666667
11/8/1990,1990,312,45,7,,107,NA,57,401,23.25,1016.304167,7.916666667
11/15/1990,1990,319,46,1,,5,NA,22,152,22.29583333,1030.770833,3.033333333
11/15/1990,1990,319,46,2,,43,NA,22,152,22.29583333,1030.770833,3.033333333
11/15/1990,1990,319,46,3,,49,NA,22,152,22.29583333,1030.770833,3.033333333
11/15/1990,1990,319,46,4,,26,NA,22,152,22.29583333,1030.770833,3.033333333
11/15/1990,1990,319,46,5,,5,NA,22,152,22.29583333,1030.770833,3.033333333
11/15/1990,1990,319,46,6,,2,NA,22,152,22.29583333,1030.770833,3.033333333
11/15/1990,1990,319,46,7,,22,NA,22,152,22.29583333,1030.770833,3.033333333
11/21/1990,1990,325,47,1,,15,NA,26,155,21.57916667,1021.641667,8.6
11/21/1990,1990,325,47,2,,20,NA,26,155,21.57916667,1021.641667,8.6
11/21/1990,1990,325,47,3,,97,NA,26,155,21.57916667,1021.641667,8.6
11/21/1990,1990,325,47,4,,13,NA,26,155,21.57916667,1021.641667,8.6
11/21/1990,1990,325,47,5,,8,NA,26,155,21.57916667,1021.641667,8.6
11/21/1990,1990,325,47,6,,2,NA,26,155,21.57916667,1021.641667,8.6
11/29/1990,1990,333,48,1,,76,NA,76,227,21.82083333,1021.454167,8.316666667
11/29/1990,1990,333,48,2,,76,NA,76,227,21.82083333,1021.454167,8.316666667
11/29/1990,1990,333,48,3,,75,NA,76,227,21.82083333,1021.454167,8.316666667
10/18/1991,1991,291,42,1,,36,NA,76,610,23.17083333,1023.291667,1.870833333
10/18/1991,1991,291,42,2,,33,NA,76,610,23.17083333,1023.291667,1.870833333
10/18/1991,1991,291,42,3,,98,NA,76,610,23.17083333,1023.291667,1.870833333
10/18/1991,1991,291,42,4,,74,NA,76,610,23.17083333,1023.291667,1.870833333
10/18/1991,1991,291,42,5,,47,NA,76,610,23.17083333,1023.291667,1.870833333
10/18/1991,1991,291,42,6,,134,NA,76,610,23.17083333,1023.291667,1.870833333
10/18/1991,1991,291,42,7,,146,NA,76,610,23.17083333,1023.291667,1.870833333
10/25/1991,1991,298,43,1,,654,NA,251,1503,23.37083333,1020.329167,4.933333333
10/25/1991,1991,298,43,2,,405,NA,251,1503,23.37083333,1020.329167,4.933333333
10/25/1991,1991,298,43,3,,337,NA,251,1503,23.37083333,1020.329167,4.933333333
10/25/1991,1991,298,43,4,,70,NA,251,1503,23.37083333,1020.329167,4.933333333
10/25/1991,1991,298,43,5,,36,NA,251,1503,23.37083333,1020.329167,4.933333333
10/25/1991,1991,298,43,6,,1,NA,251,1503,23.37083333,1020.329167,4.933333333
10/31/1991,1991,304,44,1,,84,NA,150,899,22.58333333,1018.579167,3.3375
10/31/1991,1991,304,44,2,,56,NA,150,899,22.58333333,1018.579167,3.3375
10/31/1991,1991,304,44,3,,755,NA,150,899,22.58333333,1018.579167,3.3375
10/31/1991,1991,304,44,4,,4,NA,150,899,22.58333333,1018.579167,3.3375
10/31/1991,1991,304,44,5,,0,NA,150,899,22.58333333,1018.579167,3.3375
10/31/1991,1991,304,44,6,,0,NA,150,899,22.58333333,1018.579167,3.3375
11/7/1991,1991,311,45,1,,13,NA,85,592,20.93333333,1018.433333,6.958333333
11/7/1991,1991,311,45,2,,37,NA,85,592,20.93333333,1018.433333,6.958333333
11/7/1991,1991,311,45,3,,160,NA,85,592,20.93333333,1018.433333,6.958333333
11/7/1991,1991,311,45,4,,66,NA,85,592,20.93333333,1018.433333,6.958333333
11/7/1991,1991,311,45,5,,177,NA,85,592,20.93333333,1018.433333,6.958333333
11/7/1991,1991,311,45,6,,88,NA,85,592,20.93333333,1018.433333,6.958333333
11/7/1991,1991,311,45,7,,51,NA,85,592,20.93333333,1018.433333,6.958333333
11/14/1991,1991,318,46,1,,119,NA,46,274,18.46666667,1022.695833,4.008333333
11/14/1991,1991,318,46,2,,39,NA,46,274,18.46666667,1022.695833,4.008333333
11/14/1991,1991,318,46,3,,31,NA,46,274,18.46666667,1022.695833,4.008333333
11/14/1991,1991,318,46,4,,30,NA,46,274,18.46666667,1022.695833,4.008333333
11/14/1991,1991,318,46,5,,30,NA,46,274,18.46666667,1022.695833,4.008333333
11/14/1991,1991,318,46,6,,25,NA,46,274,18.46666667,1022.695833,4.008333333
11/21/1991,1991,325,47,1,,13,NA,42,293,19.3875,1020.6375,3.645833333
11/21/1991,1991,325,47,2,,28,NA,42,293,19.3875,1020.6375,3.645833333
11/21/1991,1991,325,47,3,,35,NA,42,293,19.3875,1020.6375,3.645833333
11/21/1991,1991,325,47,4,,22,NA,42,293,19.3875,1020.6375,3.645833333
11/21/1991,1991,325,47,5,,19,NA,42,293,19.3875,1020.6375,3.645833333
11/21/1991,1991,325,47,6,,61,NA,42,293,19.3875,1020.6375,3.645833333
11/21/1991,1991,325,47,7,,115,NA,42,293,19.3875,1020.6375,3.645833333
11/26/1991,1991,330,48,1,,13,NA,12,73,18.3625,1025.566667,6.654166667
11/26/1991,1991,330,48,2,,43,NA,12,73,18.3625,1025.566667,6.654166667
11/26/1991,1991,330,48,3,,13,NA,12,73,18.3625,1025.566667,6.654166667
11/26/1991,1991,330,48,4,,2,NA,12,73,18.3625,1025.566667,6.654166667
11/26/1991,1991,330,48,5,,2,NA,12,73,18.3625,1025.566667,6.654166667
11/26/1991,1991,330,48,6,,0,NA,12,73,18.3625,1025.566667,6.654166667
10/15/1992,1992,289,42,1,,1048,NA,432,2593,24.0125,1024.3625,4.666666667
10/15/1992,1992,289,42,2,,794,NA,432,2593,24.0125,1024.3625,4.666666667
10/15/1992,1992,289,42,3,,462,NA,432,2593,24.0125,1024.3625,4.666666667
10/15/1992,1992,289,42,4,,141,NA,432,2593,24.0125,1024.3625,4.666666667
10/15/1992,1992,289,42,5,,131,NA,432,2593,24.0125,1024.3625,4.666666667
10/15/1992,1992,289,42,6,,17,NA,432,2593,24.0125,1024.3625,4.666666667
10/22/1992,1992,296,43,1,,873,NA,303,2123,23.425,1027.316667,6.133333333
10/22/1992,1992,296,43,2,,538,NA,303,2123,23.425,1027.316667,6.133333333
10/22/1992,1992,296,43,3,,273,NA,303,2123,23.425,1027.316667,6.133333333
10/22/1992,1992,296,43,4,,270,NA,303,2123,23.425,1027.316667,6.133333333
10/22/1992,1992,296,43,5,,84,NA,303,2123,23.425,1027.316667,6.133333333
10/22/1992,1992,296,43,6,,43,NA,303,2123,23.425,1027.316667,6.133333333
10/22/1992,1992,296,43,7,,42,NA,303,2123,23.425,1027.316667,6.133333333
10/28/1992,1992,302,44,1,,467,NA,213,1704,23.01666667,1012.620833,3.891666667
10/28/1992,1992,302,44,2,,384,NA,213,1704,23.01666667,1012.620833,3.891666667
10/28/1992,1992,302,44,3,,366,NA,213,1704,23.01666667,1012.620833,3.891666667
10/28/1992,1992,302,44,4,,245,NA,213,1704,23.01666667,1012.620833,3.891666667
10/28/1992,1992,302,44,5,,119,NA,213,1704,23.01666667,1012.620833,3.891666667
10/28/1992,1992,302,44,6,,41,NA,213,1704,23.01666667,1012.620833,3.891666667
10/28/1992,1992,302,44,7,,41,NA,213,1704,23.01666667,1012.620833,3.891666667
11/4/1992,1992,309,45,1,,1136,NA,253,2021,22.71666667,1017.883333,5.4875
11/4/1992,1992,309,45,2,,342,NA,253,2021,22.71666667,1017.883333,5.4875
11/4/1992,1992,309,45,3,,226,NA,253,2021,22.71666667,1017.883333,5.4875
11/4/1992,1992,309,45,4,,98,NA,253,2021,22.71666667,1017.883333,5.4875
11/4/1992,1992,309,45,5,,97,NA,253,2021,22.71666667,1017.883333,5.4875
11/4/1992,1992,309,45,6,,41,NA,253,2021,22.71666667,1017.883333,5.4875
11/4/1992,1992,309,45,7,,41,NA,253,2021,22.71666667,1017.883333,5.4875
11/11/1992,1992,316,46,1,,260,NA,106,739,22.13913043,1029.604348,3.8
11/11/1992,1992,316,46,2,,154,NA,106,739,22.13913043,1029.604348,3.8
11/11/1992,1992,316,46,3,,143,NA,106,739,22.13913043,1029.604348,3.8
11/11/1992,1992,316,46,4,,105,NA,106,739,22.13913043,1029.604348,3.8
11/11/1992,1992,316,46,5,,56,NA,106,739,22.13913043,1029.604348,3.8
11/11/1992,1992,316,46,6,,11,NA,106,739,22.13913043,1029.604348,3.8
11/11/1992,1992,316,46,7,,10,NA,106,739,22.13913043,1029.604348,3.8
11/18/1992,1992,323,47,1,,281,NA,109,653,23.75217391,1023.069565,1.982608696
11/18/1992,1992,323,47,2,,119,NA,109,653,23.75217391,1023.069565,1.982608696
11/18/1992,1992,323,47,3,,104,NA,109,653,23.75217391,1023.069565,1.982608696
11/18/1992,1992,323,47,4,,58,NA,109,653,23.75217391,1023.069565,1.982608696
11/18/1992,1992,323,47,5,,47,NA,109,653,23.75217391,1023.069565,1.982608696
11/18/1992,1992,323,47,6,,44,NA,109,653,23.75217391,1023.069565,1.982608696
11/23/1992,1992,328,48,1,,54,NA,19,148,23.26666667,1014.108333,11.375
11/23/1992,1992,328,48,2,,34,NA,19,148,23.26666667,1014.108333,11.375
11/23/1992,1992,328,48,3,,19,NA,19,148,23.26666667,1014.108333,11.375
11/23/1992,1992,328,48,4,,18,NA,19,148,23.26666667,1014.108333,11.375
11/23/1992,1992,328,48,5,,12,NA,19,148,23.26666667,1014.108333,11.375
11/23/1992,1992,328,48,6,,4,NA,19,148,23.26666667,1014.108333,11.375
11/23/1992,1992,328,48,7,,4,NA,19,148,23.26666667,1014.108333,11.375
10/14/1993,1993,287,42,1,,112,NA,29,233,24.94583333,1020.966667,4.170833333
10/14/1993,1993,287,42,2,,51,NA,29,233,24.94583333,1020.966667,4.170833333
10/14/1993,1993,287,42,3,,21,NA,29,233,24.94583333,1020.966667,4.170833333
10/14/1993,1993,287,42,4,,15,NA,29,233,24.94583333,1020.966667,4.170833333
10/14/1993,1993,287,42,5,,14,NA,29,233,24.94583333,1020.966667,4.170833333
10/14/1993,1993,287,42,6,,7,NA,29,233,24.94583333,1020.966667,4.170833333
10/14/1993,1993,287,42,7,,7,NA,29,233,24.94583333,1020.966667,4.170833333
10/21/1993,1993,294,43,1,,240,NA,106,743,24.5625,1022.7,6.1875
10/21/1993,1993,294,43,2,,124,NA,106,743,24.5625,1022.7,6.1875
10/21/1993,1993,294,43,3,,121,NA,106,743,24.5625,1022.7,6.1875
10/21/1993,1993,294,43,4,,93,NA,106,743,24.5625,1022.7,6.1875
10/21/1993,1993,294,43,5,,71,NA,106,743,24.5625,1022.7,6.1875
10/21/1993,1993,294,43,6,,47,NA,106,743,24.5625,1022.7,6.1875
10/21/1993,1993,294,43,7,,47,NA,106,743,24.5625,1022.7,6.1875
10/28/1993,1993,301,44,1,,171,NA,77,538,23.7,1008.658333,6.616666667
10/28/1993,1993,301,44,2,,149,NA,77,538,23.7,1008.658333,6.616666667
10/28/1993,1993,301,44,3,,103,NA,77,538,23.7,1008.658333,6.616666667
10/28/1993,1993,301,44,4,,47,NA,77,538,23.7,1008.658333,6.616666667
10/28/1993,1993,301,44,5,,27,NA,77,538,23.7,1008.658333,6.616666667
10/28/1993,1993,301,44,6,,21,NA,77,538,23.7,1008.658333,6.616666667
10/28/1993,1993,301,44,7,,20,NA,77,538,23.7,1008.658333,6.616666667
11/2/1993,1993,306,45,1,,784,NA,509,4073,23.10833333,1025.404167,7.466666667
11/2/1993,1993,306,45,2,,725,NA,509,4073,23.10833333,1025.404167,7.466666667
11/2/1993,1993,306,45,3,,666,NA,509,4073,23.10833333,1025.404167,7.466666667
11/2/1993,1993,306,45,4,,602,NA,509,4073,23.10833333,1025.404167,7.466666667
11/2/1993,1993,306,45,5,,444,NA,509,4073,23.10833333,1025.404167,7.466666667
11/2/1993,1993,306,45,6,,349,NA,509,4073,23.10833333,1025.404167,7.466666667
11/2/1993,1993,306,45,7,,283,NA,509,4073,23.10833333,1025.404167,7.466666667
11/10/1993,1993,314,46,1,,1009,NA,507,3041,22.71666667,1019.029167,7.729166667
11/10/1993,1993,314,46,2,,680,NA,507,3041,22.71666667,1019.029167,7.729166667
11/10/1993,1993,314,46,3,,540,NA,507,3041,22.71666667,1019.029167,7.729166667
11/10/1993,1993,314,46,4,,426,NA,507,3041,22.71666667,1019.029167,7.729166667
11/10/1993,1993,314,46,5,,347,NA,507,3041,22.71666667,1019.029167,7.729166667
11/10/1993,1993,314,46,6,,39,NA,507,3041,22.71666667,1019.029167,7.729166667
11/16/1993,1993,320,47,1,,163,NA,57,401,22.8,1023.566667,4.833333333
11/16/1993,1993,320,47,2,,90,NA,57,401,22.8,1023.566667,4.833333333
11/16/1993,1993,320,47,3,,54,NA,57,401,22.8,1023.566667,4.833333333
11/16/1993,1993,320,47,4,,37,NA,57,401,22.8,1023.566667,4.833333333
11/16/1993,1993,320,47,5,,34,NA,57,401,22.8,1023.566667,4.833333333
11/16/1993,1993,320,47,6,,12,NA,57,401,22.8,1023.566667,4.833333333
11/16/1993,1993,320,47,7,,11,NA,57,401,22.8,1023.566667,4.833333333
11/23/1993,1993,327,48,1,,29,NA,29,29,22.2375,1020.495833,11.9
10/13/1994,1994,286,42,1,,242,NA,242,1449,23.8125,1015.345833,11.7875
10/13/1994,1994,286,42,2,,778,NA,242,1449,23.8125,1015.345833,11.7875
10/13/1994,1994,286,42,3,,312,NA,242,1449,23.8125,1015.345833,11.7875
10/13/1994,1994,286,42,4,,79,NA,242,1449,23.8125,1015.345833,11.7875
10/13/1994,1994,286,42,5,,38,NA,242,1449,23.8125,1015.345833,11.7875
10/13/1994,1994,286,42,6,,0,NA,242,1449,23.8125,1015.345833,11.7875
10/19/1994,1994,292,43,1,,548,NA,492,2954,23.9826087,1020.495652,2.2
10/19/1994,1994,292,43,2,,1191,NA,492,2954,23.9826087,1020.495652,2.2
10/19/1994,1994,292,43,3,,511,NA,492,2954,23.9826087,1020.495652,2.2
10/19/1994,1994,292,43,4,,291,NA,492,2954,23.9826087,1020.495652,2.2
10/19/1994,1994,292,43,5,,249,NA,492,2954,23.9826087,1020.495652,2.2
10/19/1994,1994,292,43,6,,164,NA,492,2954,23.9826087,1020.495652,2.2
10/26/1994,1994,299,44,1,,416,NA,259,1553,22.775,1015.420833,3.375
10/26/1994,1994,299,44,2,,230,NA,259,1553,22.775,1015.420833,3.375
10/26/1994,1994,299,44,3,,541,NA,259,1553,22.775,1015.420833,3.375
10/26/1994,1994,299,44,4,,141,NA,259,1553,22.775,1015.420833,3.375
10/26/1994,1994,299,44,5,,128,NA,259,1553,22.775,1015.420833,3.375
10/26/1994,1994,299,44,6,,97,NA,259,1553,22.775,1015.420833,3.375
11/2/1994,1994,306,45,1,,101,NA,65,454,22.65,1017.633333,7.491666667
11/2/1994,1994,306,45,2,,242,NA,65,454,22.65,1017.633333,7.491666667
11/2/1994,1994,306,45,3,,108,NA,65,454,22.65,1017.633333,7.491666667
11/2/1994,1994,306,45,4,,1,NA,65,454,22.65,1017.633333,7.491666667
11/2/1994,1994,306,45,5,,1,NA,65,454,22.65,1017.633333,7.491666667
11/2/1994,1994,306,45,6,,1,NA,65,454,22.65,1017.633333,7.491666667
11/2/1994,1994,306,45,7,,0,NA,65,454,22.65,1017.633333,7.491666667
11/9/1994,1994,313,46,1,,350,NA,68,476,25.09166667,1019.233333,3.65
11/9/1994,1994,313,46,2,,85,NA,68,476,25.09166667,1019.233333,3.65
11/9/1994,1994,313,46,3,,32,NA,68,476,25.09166667,1019.233333,3.65
11/9/1994,1994,313,46,4,,5,NA,68,476,25.09166667,1019.233333,3.65
11/9/1994,1994,313,46,5,,2,NA,68,476,25.09166667,1019.233333,3.65
11/9/1994,1994,313,46,6,,1,NA,68,476,25.09166667,1019.233333,3.65
11/9/1994,1994,313,46,7,,1,NA,68,476,25.09166667,1019.233333,3.65
11/16/1994,1994,320,47,1,,312,NA,124,993,23.47826087,1013.504348,9.545833333
11/16/1994,1994,320,47,2,,191,NA,124,993,23.47826087,1013.504348,9.545833333
11/16/1994,1994,320,47,3,,181,NA,124,993,23.47826087,1013.504348,9.545833333
11/16/1994,1994,320,47,4,,71,NA,124,993,23.47826087,1013.504348,9.545833333
11/16/1994,1994,320,47,5,,33,NA,124,993,23.47826087,1013.504348,9.545833333
11/16/1994,1994,320,47,6,,68,NA,124,993,23.47826087,1013.504348,9.545833333
11/16/1994,1994,320,47,7,,69,NA,124,993,23.47826087,1013.504348,9.545833333
11/22/1994,1994,326,48,1,,85,NA,126,757,23.19583333,1018.45,7.195833333
11/22/1994,1994,326,48,2,,243,NA,126,757,23.19583333,1018.45,7.195833333
11/22/1994,1994,326,48,3,,306,NA,126,757,23.19583333,1018.45,7.195833333
11/22/1994,1994,326,48,4,,76,NA,126,757,23.19583333,1018.45,7.195833333
11/22/1994,1994,326,48,5,,37,NA,126,757,23.19583333,1018.45,7.195833333
11/22/1994,1994,326,48,6,,10,NA,126,757,23.19583333,1018.45,7.195833333
10/18/1995,1995,291,42,1,,338,NA,209,1465,25.3125,1022.216667,7.833333333
10/18/1995,1995,291,42,2,,314,NA,209,1465,25.3125,1022.216667,7.833333333
10/18/1995,1995,291,42,3,,316,NA,209,1465,25.3125,1022.216667,7.833333333
10/18/1995,1995,291,42,4,,162,NA,209,1465,25.3125,1022.216667,7.833333333
10/18/1995,1995,291,42,5,,133,NA,209,1465,25.3125,1022.216667,7.833333333
10/18/1995,1995,291,42,6,,101,NA,209,1465,25.3125,1022.216667,7.833333333
10/18/1995,1995,291,42,7,,101,NA,209,1465,25.3125,1022.216667,7.833333333
10/25/1995,1995,298,43,1,,127,NA,165,990,25.30416667,1019.216667,1.85
10/25/1995,1995,298,43,2,,421,NA,165,990,25.30416667,1019.216667,1.85
10/25/1995,1995,298,43,3,,264,NA,165,990,25.30416667,1019.216667,1.85
10/25/1995,1995,298,43,4,,65,NA,165,990,25.30416667,1019.216667,1.85
10/25/1995,1995,298,43,5,,73,NA,165,990,25.30416667,1019.216667,1.85
10/25/1995,1995,298,43,6,,40,NA,165,990,25.30416667,1019.216667,1.85
11/1/1995,1995,305,44,1,,110,NA,80,642,24.59166667,1022.075,6.366666667
11/1/1995,1995,305,44,2,,100,NA,80,642,24.59166667,1022.075,6.366666667
11/1/1995,1995,305,44,3,,353,NA,80,642,24.59166667,1022.075,6.366666667
11/1/1995,1995,305,44,4,,59,NA,80,642,24.59166667,1022.075,6.366666667
11/1/1995,1995,305,44,5,,8,NA,80,642,24.59166667,1022.075,6.366666667
11/1/1995,1995,305,44,6,,4,NA,80,642,24.59166667,1022.075,6.366666667
11/1/1995,1995,305,44,7,,4,NA,80,642,24.59166667,1022.075,6.366666667
11/8/1995,1995,312,45,1,,231,NA,215,1292,23.89166667,1011.458333,9.595833333
11/8/1995,1995,312,45,2,,331,NA,215,1292,23.89166667,1011.458333,9.595833333
11/8/1995,1995,312,45,3,,554,NA,215,1292,23.89166667,1011.458333,9.595833333
11/8/1995,1995,312,45,4,,170,NA,215,1292,23.89166667,1011.458333,9.595833333
11/8/1995,1995,312,45,5,,5,NA,215,1292,23.89166667,1011.458333,9.595833333
11/8/1995,1995,312,45,6,,1,NA,215,1292,23.89166667,1011.458333,9.595833333
11/15/1995,1995,319,46,1,,203,NA,244,1461,22.94583333,1014.275,9.616666667
11/15/1995,1995,319,46,2,,214,NA,244,1461,22.94583333,1014.275,9.616666667
11/15/1995,1995,319,46,3,,609,NA,244,1461,22.94583333,1014.275,9.616666667
11/15/1995,1995,319,46,4,,196,NA,244,1461,22.94583333,1014.275,9.616666667
11/15/1995,1995,319,46,5,,149,NA,244,1461,22.94583333,1014.275,9.616666667
11/15/1995,1995,319,46,6,,90,NA,244,1461,22.94583333,1014.275,9.616666667
11/21/1995,1995,325,47,1,,13,NA,8,60,22.40434783,1014.782609,6.817391304
11/21/1995,1995,325,47,2,,40,NA,8,60,22.40434783,1014.782609,6.817391304
11/21/1995,1995,325,47,3,,1,NA,8,60,22.40434783,1014.782609,6.817391304
11/21/1995,1995,325,47,4,,3,NA,8,60,22.40434783,1014.782609,6.817391304
11/21/1995,1995,325,47,5,,3,NA,8,60,22.40434783,1014.782609,6.817391304
11/21/1995,1995,325,47,6,,0,NA,8,60,22.40434783,1014.782609,6.817391304
11/21/1995,1995,325,47,7,,0,NA,8,60,22.40434783,1014.782609,6.817391304
11/30/1995,1995,334,48,1,,10,NA,3,10,22.77916667,1019.029167,9.520833333
11/30/1995,1995,334,48,2,,0,NA,3,10,22.77916667,1019.029167,9.520833333
11/30/1995,1995,334,48,3,,0,NA,3,10,22.77916667,1019.029167,9.520833333
11/30/1995,1995,334,48,4,,0,NA,3,10,22.77916667,1019.029167,9.520833333
10/16/1996,1996,290,42,1,,427,NA,198,1581,24.08333333,1020.770833,2.079166667
10/16/1996,1996,290,42,2,,379,NA,198,1581,24.08333333,1020.770833,2.079166667
10/16/1996,1996,290,42,3,,256,NA,198,1581,24.08333333,1020.770833,2.079166667
10/16/1996,1996,290,42,4,,222,NA,198,1581,24.08333333,1020.770833,2.079166667
10/16/1996,1996,290,42,5,,201,NA,198,1581,24.08333333,1020.770833,2.079166667
10/16/1996,1996,290,42,6,,32,NA,198,1581,24.08333333,1020.770833,2.079166667
10/16/1996,1996,290,42,7,,32,NA,198,1581,24.08333333,1020.770833,2.079166667
10/23/1996,1996,297,43,1,,310,NA,106,847,23.67916667,1017.9625,4.283333333
10/23/1996,1996,297,43,2,,179,NA,106,847,23.67916667,1017.9625,4.283333333
10/23/1996,1996,297,43,3,,139,NA,106,847,23.67916667,1017.9625,4.283333333
10/23/1996,1996,297,43,4,,74,NA,106,847,23.67916667,1017.9625,4.283333333
10/23/1996,1996,297,43,5,,71,NA,106,847,23.67916667,1017.9625,4.283333333
10/23/1996,1996,297,43,6,,25,NA,106,847,23.67916667,1017.9625,4.283333333
10/23/1996,1996,297,43,7,,25,NA,106,847,23.67916667,1017.9625,4.283333333
10/30/1996,1996,304,44,1,,293,NA,97,679,23.475,1014.991667,4.991666667
10/30/1996,1996,304,44,2,,168,NA,97,679,23.475,1014.991667,4.991666667
10/30/1996,1996,304,44,3,,147,NA,97,679,23.475,1014.991667,4.991666667
10/30/1996,1996,304,44,4,,34,NA,97,679,23.475,1014.991667,4.991666667
10/30/1996,1996,304,44,5,,18,NA,97,679,23.475,1014.991667,4.991666667
10/30/1996,1996,304,44,6,,10,NA,97,679,23.475,1014.991667,4.991666667
10/30/1996,1996,304,44,7,,9,NA,97,679,23.475,1014.991667,4.991666667
11/6/1996,1996,311,45,1,,473,NA,131,1048,23.00416667,1027.495833,5.033333333
11/6/1996,1996,311,45,2,,241,NA,131,1048,23.00416667,1027.495833,5.033333333
11/6/1996,1996,311,45,3,,81,NA,131,1048,23.00416667,1027.495833,5.033333333
11/6/1996,1996,311,45,4,,80,NA,131,1048,23.00416667,1027.495833,5.033333333
11/6/1996,1996,311,45,5,,74,NA,131,1048,23.00416667,1027.495833,5.033333333
11/6/1996,1996,311,45,6,,33,NA,131,1048,23.00416667,1027.495833,5.033333333
11/6/1996,1996,311,45,7,,33,NA,131,1048,23.00416667,1027.495833,5.033333333
11/14/1996,1996,319,46,1,,331,NA,99,789,22.37083333,1029.4625,3.15
11/14/1996,1996,319,46,2,,183,NA,99,789,22.37083333,1029.4625,3.15
11/14/1996,1996,319,46,3,,98,NA,99,789,22.37083333,1029.4625,3.15
11/14/1996,1996,319,46,4,,88,NA,99,789,22.37083333,1029.4625,3.15
11/14/1996,1996,319,46,5,,53,NA,99,789,22.37083333,1029.4625,3.15
11/14/1996,1996,319,46,6,,12,NA,99,789,22.37083333,1029.4625,3.15
11/14/1996,1996,319,46,7,,12,NA,99,789,22.37083333,1029.4625,3.15
11/21/1996,1996,326,47,1,,89,NA,25,199,22.12083333,1011.279167,4.4375
11/21/1996,1996,326,47,2,,38,NA,25,199,22.12083333,1011.279167,4.4375
11/21/1996,1996,326,47,3,,28,NA,25,199,22.12083333,1011.279167,4.4375
11/21/1996,1996,326,47,4,,17,NA,25,199,22.12083333,1011.279167,4.4375
11/21/1996,1996,326,47,5,,11,NA,25,199,22.12083333,1011.279167,4.4375
11/21/1996,1996,326,47,6,,5,NA,25,199,22.12083333,1011.279167,4.4375
11/21/1996,1996,326,47,7,,6,NA,25,199,22.12083333,1011.279167,4.4375
10/22/1997,1997,295,43,1,,46,NA,11,66,23.93478261,1013.465217,NA
10/22/1997,1997,295,43,2,,14,NA,11,66,23.93478261,1013.465217,NA
10/22/1997,1997,295,43,3,,2,NA,11,66,23.93478261,1013.465217,NA
10/22/1997,1997,295,43,4,,2,NA,11,66,23.93478261,1013.465217,NA
10/22/1997,1997,295,43,5,,2,NA,11,66,23.93478261,1013.465217,NA
10/22/1997,1997,295,43,6,,0,NA,11,66,23.93478261,1013.465217,NA
10/29/1997,1997,302,44,1,,114,NA,35,211,23,1020.3625,NA
10/29/1997,1997,302,44,2,,54,NA,35,211,23,1020.3625,NA
10/29/1997,1997,302,44,3,,33,NA,35,211,23,1020.3625,NA
10/29/1997,1997,302,44,4,,5,NA,35,211,23,1020.3625,NA
10/29/1997,1997,302,44,5,,5,NA,35,211,23,1020.3625,NA
10/29/1997,1997,302,44,6,,0,NA,35,211,23,1020.3625,NA
11/5/1997,1997,309,45,1,,11,NA,2,11,22.825,1023.941667,NA
11/5/1997,1997,309,45,2,,0,NA,2,11,22.825,1023.941667,NA
11/5/1997,1997,309,45,3,,0,NA,2,11,22.825,1023.941667,NA
11/5/1997,1997,309,45,4,,0,NA,2,11,22.825,1023.941667,NA
11/5/1997,1997,309,45,5,,0,NA,2,11,22.825,1023.941667,NA
11/13/1997,1997,317,46,1,,9,NA,3,15,22.52272727,1014.163636,NA
11/13/1997,1997,317,46,2,,3,NA,3,15,22.52272727,1014.163636,NA
